tourney_name,surface,player,seed,ace,df,svperc,firstwon,secondwon,tour,result
Zhengzhou,Hard,Karolina Pliskova,1,1,6,56.06060606060606,67.56756756756756,44.827586206896555,WTA,win
Zhengzhou,Hard,Sofia Kenin,6,1,2,61.904761904761905,64.1025641025641,58.333333333333336,WTA,win
Zhengzhou,Hard,Ajla Tomljanovic,NA,3,2,56.79012345679013,71.73913043478261,60,WTA,win
Zhengzhou,Hard,Saisai Zheng,NA,2,2,69.23076923076923,61.111111111111114,58.333333333333336,WTA,win
Zhengzhou,Hard,Petra Martic,7,2,2,64.70588235294117,79.54545454545455,41.666666666666664,WTA,win
Zhengzhou,Hard,Aryna Sabalenka,4,7,2,65.11627906976744,64.28571428571429,60,WTA,win
Zhengzhou,Hard,Kristina Mladenovic,NA,3,6,64.0625,70.73170731707317,47.82608695652174,WTA,win
Zhengzhou,Hard,Elina Svitolina,2,5,5,54.54545454545455,62.96296296296296,35.55555555555556,WTA,win
Zhengzhou,Hard,Sofia Kenin,6,2,3,59.09090909090909,71.7948717948718,55.55555555555556,WTA,win
Zhengzhou,Hard,Ajla Tomljanovic,NA,3,0,47.61904761904762,75,50,WTA,win
Zhengzhou,Hard,Saisai Zheng,NA,2,2,61.111111111111114,61.36363636363637,67.85714285714286,WTA,win
Zhengzhou,Hard,Petra Martic,7,4,2,57.142857142857146,71.42857142857143,57.142857142857146,WTA,win
Zhengzhou,Hard,Jelena Ostapenko,NA,0,5,55.223880597014926,51.351351351351354,56.666666666666664,WTA,win
Zhengzhou,Hard,Caroline Garcia,8,4,2,62.62626262626262,64.51612903225806,62.16216216216216,WTA,win
Zhengzhou,Hard,Kristina Mladenovic,NA,3,3,50,79.16666666666667,75,WTA,win
Zhengzhou,Hard,Yulia Putintseva,NA,3,4,52.77777777777778,76.3157894736842,47.05882352941177,WTA,win
Wuhan,Hard,Aryna Sabalenka,9,18,4,56.98924731182796,79.24528301886792,42.5,WTA,win
Wuhan,Hard,Aryna Sabalenka,9,5,5,56.043956043956044,74.50980392156863,50,WTA,win
Wuhan,Hard,Ashleigh Barty,1,7,4,53.84615384615385,73.46938775510205,50,WTA,win
Wuhan,Hard,Aryna Sabalenka,9,6,5,60.256410256410255,70.2127659574468,58.064516129032256,WTA,win
Wuhan,Hard,Petra Kvitova,5,3,3,64.15094339622641,76.47058823529412,42.10526315789474,WTA,win
Wuhan,Hard,Ashleigh Barty,1,7,4,53.03030303030303,62.857142857142854,51.61290322580645,WTA,win
Wuhan,Hard,Petra Martic,NA,5,2,57.77777777777778,84.61538461538461,63.1578947368421,WTA,win
Wuhan,Hard,Aryna Sabalenka,9,9,6,55.55555555555556,77.5,53.125,WTA,win
Wuhan,Hard,Elina Svitolina,3,2,3,63.829787234042556,76.66666666666667,52.94117647058823,WTA,win
Wuhan,Hard,Petra Kvitova,5,6,1,52.94117647058823,70.37037037037037,75,WTA,win
Wuhan,Hard,Dayana Yastremska,NA,6,4,62.295081967213115,73.6842105263158,65.21739130434783,WTA,win
Wuhan,Hard,Ashleigh Barty,1,9,4,57.89473684210526,74.54545454545455,45,WTA,win
Wuhan,Hard,Sofia Kenin,15,0,4,63.20754716981132,65.67164179104478,46.15384615384615,WTA,win
Wuhan,Hard,Petra Martic,NA,5,1,67.6923076923077,81.81818181818181,47.61904761904762,WTA,win
Wuhan,Hard,Veronika Kudermetova,NA,11,7,49,79.59183673469387,29.41176470588235,WTA,win
Wuhan,Hard,Simona Halep,4,1,2,67.79661016949153,67.5,47.36842105263158,WTA,win
Wuhan,Hard,Aryna Sabalenka,9,7,2,62.857142857142854,72.72727272727273,69.23076923076923,WTA,win
Wuhan,Hard,Kiki Bertens,6,8,3,60.273972602739725,75,48.275862068965516,WTA,win
Wuhan,Hard,Elina Svitolina,3,0,3,59.64912280701754,76.47058823529412,47.82608695652174,WTA,win
Wuhan,Hard,Petra Kvitova,5,1,6,53.333333333333336,75,54.285714285714285,WTA,win
Wuhan,Hard,Dayana Yastremska,NA,5,5,66.21621621621621,65.3061224489796,40,WTA,win
Wuhan,Hard,Karolina Pliskova,2,6,5,71.1864406779661,59.523809523809526,35.294117647058826,WTA,win
Wuhan,Hard,Caroline Garcia,NA,3,0,68.51851851851852,70.27027027027027,52.94117647058823,WTA,win
Wuhan,Hard,Elise Mertens,NA,3,3,63.492063492063494,75,47.82608695652174,WTA,win
Wuhan,Hard,Sofia Kenin,15,1,5,61.42857142857143,72.09302325581395,51.851851851851855,WTA,win
Wuhan,Hard,Petra Martic,NA,4,0,71.42857142857143,65.71428571428571,64.28571428571429,WTA,win
Wuhan,Hard,Veronika Kudermetova,NA,8,6,50.54945054945055,80.43478260869566,44.44444444444444,WTA,win
Wuhan,Hard,Aryna Sabalenka,9,2,2,65.45454545454545,77.77777777777777,47.36842105263158,WTA,win
Wuhan,Hard,Su Wei Hsieh,NA,2,3,63.829787234042556,65,58.8235294117647,WTA,win
Wuhan,Hard,Dayana Yastremska,NA,3,2,65.625,71.42857142857143,68.18181818181819,WTA,win
Indian Wells,Hard,Belinda Bencic,23,7,3,67.04545454545455,77.96610169491525,44.827586206896555,WTA,win
Indian Wells,Hard,Elina Svitolina,6,3,1,70.58823529411765,65.27777777777777,36.666666666666664,WTA,win
Indian Wells,Hard,Belinda Bencic,23,4,4,60.869565217391305,82.14285714285714,50,WTA,win
Indian Wells,Hard,Karolina Pliskova,5,13,4,68.37606837606837,70,37.83783783783784,WTA,win
Indian Wells,Hard,Elina Svitolina,6,3,4,58.01526717557252,63.1578947368421,45.45454545454545,WTA,win
Indian Wells,Hard,Naomi Osaka,1,3,1,66,69.6969696969697,70.58823529411765,WTA,win
Indian Wells,Hard,Belinda Bencic,23,3,5,67.14285714285714,61.702127659574465,47.82608695652174,WTA,win
Indian Wells,Hard,Karolina Pliskova,5,13,1,71.1864406779661,71.42857142857143,41.1764705882353,WTA,win
Indian Wells,Hard,Aryna Sabalenka,9,1,2,65.51724137931035,68.42105263157895,45,WTA,win
Indian Wells,Hard,Kiki Bertens,7,7,3,52.63157894736842,87.5,55.55555555555556,WTA,win
Indian Wells,Hard,Elina Svitolina,6,1,0,60.317460317460316,55.26315789473684,32,WTA,win
Indian Wells,Hard,Ashleigh Barty,12,7,1,41.37931034482759,79.16666666666667,58.8235294117647,WTA,win
Indian Wells,Hard,Simona Halep,2,1,4,61.19402985074627,65.85365853658537,46.15384615384615,WTA,win
Indian Wells,Hard,Naomi Osaka,1,5,2,70.58823529411765,66.66666666666667,55,WTA,win
Indian Wells,Hard,Belinda Bencic,23,1,7,69.23076923076923,80.55555555555556,18.75,WTA,win
Indian Wells,Hard,Ekaterina Alexandrova,NA,7,4,61.81818181818182,66.17647058823529,38.095238095238095,WTA,win
Indian Wells,Hard,Anastasija Sevastova,11,0,3,59.15492957746479,57.142857142857146,44.827586206896555,WTA,win
Indian Wells,Hard,Karolina Pliskova,5,12,5,62.5,74,46.666666666666664,WTA,win
Indian Wells,Hard,Aryna Sabalenka,9,2,5,58.62068965517241,68.62745098039215,50,WTA,win
Indian Wells,Hard,Kiki Bertens,7,4,1,65.21739130434783,53.333333333333336,68.75,WTA,win
Indian Wells,Hard,Johanna Konta,NA,4,3,70.96774193548387,70.45454545454545,44.44444444444444,WTA,win
Indian Wells,Hard,Elise Mertens,16,5,5,59.701492537313435,75,48.148148148148145,WTA,win
Indian Wells,Hard,Elina Svitolina,6,6,5,65.38461538461539,75,44.44444444444444,WTA,win
Indian Wells,Hard,Ashleigh Barty,12,5,5,56.33802816901409,70,41.935483870967744,WTA,win
Indian Wells,Hard,Jelena Ostapenko,22,1,2,58.8235294117647,63.333333333333336,61.904761904761905,WTA,win
Indian Wells,Hard,Simona Halep,2,1,2,66.66666666666667,55.55555555555556,55.55555555555556,WTA,win
Indian Wells,Hard,Kristina Mladenovic,NA,2,2,71.66666666666667,60.46511627906977,58.8235294117647,WTA,win
Indian Wells,Hard,Ekaterina Alexandrova,NA,6,4,66.27906976744185,75.43859649122807,48.275862068965516,WTA,win
Indian Wells,Hard,Ajla Tomljanovic,NA,1,2,57.142857142857146,65,56.666666666666664,WTA,win
Indian Wells,Hard,Yulia Putintseva,NA,3,1,63.46153846153846,63.63636363636363,57.89473684210526,WTA,win
Indian Wells,Hard,Johanna Konta,NA,1,1,71.62162162162163,60.37735849056604,57.142857142857146,WTA,win
Indian Wells,Hard,Sofia Kenin,NA,3,8,66.66666666666667,61.8421052631579,34.21052631578947,WTA,win
Miami,Hard,Ashleigh Barty,12,15,2,62.71186440677966,86.48648648648648,50,WTA,win
Miami,Hard,Ashleigh Barty,12,3,4,50,83.33333333333333,43.333333333333336,WTA,win
Miami,Hard,Karolina Pliskova,5,5,2,70.58823529411765,75,40,WTA,win
Miami,Hard,Ashleigh Barty,12,4,6,62.244897959183675,75.40983606557377,32.432432432432435,WTA,win
Miami,Hard,Karolina Pliskova,5,3,2,66.66666666666667,68.18181818181819,59.09090909090909,WTA,win
Miami,Hard,Simona Halep,2,1,5,67.6056338028169,56.25,43.47826086956522,WTA,win
Miami,Hard,Su Wei Hsieh,27,0,3,71.60493827160494,67.24137931034483,65.21739130434783,WTA,win
Miami,Hard,Petra Kvitova,3,3,1,60,76.66666666666667,70,WTA,win
Miami,Hard,Ashleigh Barty,12,2,4,53.48837209302326,71.73913043478261,57.5,WTA,win
Miami,Hard,Karolina Pliskova,5,7,4,64.51612903225806,68.33333333333333,33.333333333333336,WTA,win
Miami,Hard,Simona Halep,2,1,4,73.46938775510205,75,69.23076923076923,WTA,win
Miami,Hard,Su Wei Hsieh,27,0,4,56.73076923076923,69.49152542372882,51.111111111111114,WTA,win
Miami,Hard,Petra Kvitova,3,4,8,53.535353535353536,67.9245283018868,41.30434782608695,WTA,win
Miami,Hard,Caroline Garcia,19,7,1,72.72727272727273,80,66.66666666666667,WTA,win
Miami,Hard,Ashleigh Barty,12,8,5,53.191489361702125,76,59.09090909090909,WTA,win
Miami,Hard,Kiki Bertens,7,14,4,55.714285714285715,84.61538461538461,45.16129032258065,WTA,win
Miami,Hard,Karolina Pliskova,5,9,3,59.80392156862745,75.40983606557377,46.34146341463415,WTA,win
Miami,Hard,Yulia Putintseva,NA,0,2,74.07407407407408,58.333333333333336,61.904761904761905,WTA,win
Miami,Hard,Simona Halep,2,1,2,73.58490566037736,66.66666666666667,57.142857142857146,WTA,win
Miami,Hard,Naomi Osaka,1,14,1,65.38461538461539,72.05882352941177,47.22222222222222,WTA,win
Miami,Hard,Su Wei Hsieh,27,1,3,62.295081967213115,57.89473684210526,60.869565217391305,WTA,win
Miami,Hard,Ajla Tomljanovic,NA,2,5,53.06122448979592,88.46153846153847,39.130434782608695,WTA,win
Miami,Hard,Petra Kvitova,3,5,2,54.90196078431372,71.42857142857143,65.21739130434783,WTA,win
Miami,Hard,Donna Vekic,26,0,0,53.57142857142857,56.666666666666664,65.38461538461539,WTA,win
Miami,Hard,Caroline Garcia,19,4,2,63.63636363636363,65.3061224489796,46.42857142857143,WTA,win
Miami,Hard,Ashleigh Barty,12,4,8,46.774193548387096,72.41379310344827,51.515151515151516,WTA,win
Miami,Hard,Kiki Bertens,7,5,2,50,87.5,62.5,WTA,win
Miami,Hard,Karolina Pliskova,5,7,3,63.793103448275865,83.78378378378379,42.857142857142854,WTA,win
Miami,Hard,Yulia Putintseva,NA,4,1,73.13432835820896,63.265306122448976,72.22222222222223,WTA,win
Miami,Hard,Anastasija Sevastova,11,1,6,50,70.45454545454545,36.36363636363637,WTA,win
Miami,Hard,Elise Mertens,16,7,5,56.16438356164384,73.17073170731707,37.5,WTA,win
Miami,Hard,Simona Halep,2,1,4,76.08695652173913,74.28571428571429,36.36363636363637,WTA,win
Miami,Hard,Ajla Tomljanovic,NA,4,6,67.16417910447761,66.66666666666667,50,WTA,win
Miami,Hard,Maria Sakkari,NA,6,6,57.69230769230769,53.333333333333336,63.63636363636363,WTA,win
Miami,Hard,Dayana Yastremska,NA,5,7,64.61538461538461,61.904761904761905,52.17391304347826,WTA,win
Miami,Hard,Petra Martic,NA,1,3,66,75.75757575757575,41.1764705882353,WTA,win
Miami,Hard,Yulia Putintseva,NA,4,3,68.33333333333333,59.75609756097561,50,WTA,win
Miami,Hard,Johanna Konta,NA,1,0,65.51724137931035,81.57894736842105,50,WTA,win
Madrid,Clay,Kiki Bertens,7,4,3,57.74647887323944,75.60975609756098,33.333333333333336,WTA,win
Madrid,Clay,Simona Halep,3,1,2,71.25,63.1578947368421,47.82608695652174,WTA,win
Madrid,Clay,Kiki Bertens,7,3,5,54.929577464788736,64.1025641025641,59.375,WTA,win
Madrid,Clay,Belinda Bencic,NA,1,4,63.04347826086956,65.51724137931035,50,WTA,win
Madrid,Clay,Simona Halep,3,2,1,87.3015873015873,74.54545454545455,37.5,WTA,win
Madrid,Clay,Kiki Bertens,7,0,3,59.183673469387756,75.86206896551724,55,WTA,win
Madrid,Clay,Naomi Osaka,1,9,2,71.01449275362319,69.38775510204081,45,WTA,win
Madrid,Clay,Belinda Bencic,NA,3,2,61.36363636363637,92.5925925925926,35.294117647058826,WTA,win
Madrid,Clay,Simona Halep,3,0,0,63.333333333333336,84.21052631578948,72.72727272727273,WTA,win
Madrid,Clay,Ashleigh Barty,9,5,2,62.5,56.36363636363637,63.63636363636363,WTA,win
Madrid,Clay,Petra Martic,NA,2,4,68.35443037974683,66.66666666666667,44,WTA,win
Madrid,Clay,Kiki Bertens,7,5,2,72.22222222222223,92.3076923076923,40,WTA,win
Madrid,Clay,Petra Kvitova,2,5,1,61.702127659574465,86.20689655172414,66.66666666666667,WTA,win
Madrid,Clay,Naomi Osaka,1,4,2,66.66666666666667,64.51612903225806,38.70967741935484,WTA,win
Madrid,Clay,Belinda Bencic,NA,4,4,66.3265306122449,61.53846153846154,51.515151515151516,WTA,win
Madrid,Clay,Simona Halep,3,1,1,75.34246575342466,63.63636363636363,55.55555555555556,WTA,win
Madrid,Clay,Ashleigh Barty,9,5,5,54.54545454545455,75,50,WTA,win
Madrid,Clay,Yulia Putintseva,NA,0,2,68.18181818181819,60,60.714285714285715,WTA,win
Madrid,Clay,Saisai Zheng,NA,1,1,76.47058823529412,48.717948717948715,62.5,WTA,win
Madrid,Clay,Donna Vekic,NA,3,1,61.76470588235294,73.80952380952381,46.15384615384615,WTA,win
Madrid,Clay,Petra Martic,NA,0,0,NA,NA,NA,WTA,win
Madrid,Clay,Kiki Bertens,7,11,2,50,69.6969696969697,57.57575757575758,WTA,win
Madrid,Clay,Anastasija Sevastova,12,2,2,61.53846153846154,81.25,70,WTA,win
Madrid,Clay,Caroline Garcia,NA,3,2,67.70833333333333,63.07692307692308,67.74193548387096,WTA,win
Madrid,Clay,Petra Kvitova,2,7,7,54.94505494505494,58,53.65853658536585,WTA,win
Madrid,Clay,Naomi Osaka,1,8,3,66.66666666666667,68.75,33.333333333333336,WTA,win
Madrid,Clay,Belinda Bencic,NA,1,1,54.90196078431372,75,39.130434782608695,WTA,win
Madrid,Clay,Karolina Pliskova,5,11,2,73.07692307692308,71.05263157894737,50,WTA,win
Madrid,Clay,Simona Halep,3,1,4,64.58333333333333,70.96774193548387,35.294117647058826,WTA,win
Madrid,Clay,Johanna Konta,NA,4,1,63.46153846153846,72.72727272727273,57.89473684210526,WTA,win
Madrid,Clay,Ashleigh Barty,9,6,2,52.27272727272727,65.21739130434783,61.904761904761905,WTA,win
Madrid,Clay,Yulia Putintseva,NA,0,0,60.317460317460316,60.526315789473685,52,WTA,win
Madrid,Clay,Saisai Zheng,NA,0,1,77.31958762886597,60,45.45454545454545,WTA,win
Madrid,Clay,Donna Vekic,NA,1,5,72,66.66666666666667,47.61904761904762,WTA,win
Madrid,Clay,Petra Martic,NA,2,1,70.11494252873563,67.21311475409836,50,WTA,win
Madrid,Clay,Kiki Bertens,7,4,3,62.264150943396224,72.72727272727273,45,WTA,win
Madrid,Clay,Jelena Ostapenko,NA,0,6,52.27272727272727,82.6086956521739,38.095238095238095,WTA,win
Madrid,Clay,Anastasija Sevastova,12,1,4,56.962025316455694,60,38.23529411764706,WTA,win
Madrid,Clay,Caroline Garcia,NA,5,2,66.15384615384616,72.09302325581395,40.90909090909091,WTA,win
Madrid,Clay,Kristina Mladenovic,NA,0,2,65.3061224489796,65.625,52.94117647058823,WTA,win
Madrid,Clay,Petra Kvitova,2,9,2,69.0909090909091,71.05263157894737,58.8235294117647,WTA,win
Beijing,Hard,Naomi Osaka,4,4,3,62.19512195121951,80.3921568627451,54.83870967741935,WTA,win
Beijing,Hard,Ashleigh Barty,1,9,4,61.61616161616162,72.1311475409836,50,WTA,win
Beijing,Hard,Naomi Osaka,4,5,2,57.57575757575758,76.3157894736842,50,WTA,win
Beijing,Hard,Ashleigh Barty,1,9,8,64.07766990291262,71.21212121212122,48.648648648648646,WTA,win
Beijing,Hard,Kiki Bertens,8,5,6,60,76.19047619047619,53.57142857142857,WTA,win
Beijing,Hard,Naomi Osaka,4,10,5,62.5,78.46153846153847,30.76923076923077,WTA,win
Beijing,Hard,Ashleigh Barty,1,6,3,55.55555555555556,80,61.36363636363637,WTA,win
Beijing,Hard,Petra Kvitova,7,13,6,57.89473684210526,81.81818181818181,41.666666666666664,WTA,win
Beijing,Hard,Elina Svitolina,3,13,3,62.99212598425197,75,53.191489361702125,WTA,win
Beijing,Hard,Kiki Bertens,8,2,3,63.829787234042556,71.66666666666667,41.1764705882353,WTA,win
Beijing,Hard,Naomi Osaka,4,7,2,59.64912280701754,67.6470588235294,52.17391304347826,WTA,win
Beijing,Hard,Ashleigh Barty,1,7,4,51.92307692307692,74.07407407407408,60,WTA,win
Beijing,Hard,Saisai Zheng,NA,4,1,56.25,75,42.857142857142854,WTA,win
Beijing,Hard,Belinda Bencic,9,3,6,60.824742268041234,69.49152542372882,50,WTA,win
Beijing,Hard,Petra Kvitova,7,5,4,61.111111111111114,78.78787878787878,57.142857142857146,WTA,win
Beijing,Hard,Elina Svitolina,3,6,1,61.1764705882353,67.3076923076923,51.515151515151516,WTA,win
Beijing,Hard,Sofia Kenin,15,1,2,69.23076923076923,70.37037037037037,58.333333333333336,WTA,win
Beijing,Hard,Kiki Bertens,8,6,6,52.56410256410256,70.73170731707317,48.648648648648646,WTA,win
Beijing,Hard,Naomi Osaka,4,5,0,63.888888888888886,91.30434782608695,69.23076923076923,WTA,win
Beijing,Hard,Ekaterina Alexandrova,NA,1,8,58.333333333333336,65.71428571428571,40,WTA,win
Beijing,Hard,Yulia Putintseva,NA,0,1,68.75,66.66666666666667,66.66666666666667,WTA,win
Beijing,Hard,Saisai Zheng,NA,1,2,68.64406779661017,62.96296296296296,45.945945945945944,WTA,win
Beijing,Hard,Belinda Bencic,9,3,5,50.81967213114754,70.96774193548387,43.333333333333336,WTA,win
Beijing,Hard,Kristina Mladenovic,NA,2,2,60.869565217391305,78.57142857142857,38.888888888888886,WTA,win
Beijing,Hard,Elina Svitolina,3,2,5,59.375,71.9298245614035,43.58974358974359,WTA,win
Beijing,Hard,Sofia Kenin,15,5,5,70.27027027027027,71.15384615384616,31.818181818181817,WTA,win
Beijing,Hard,Dayana Yastremska,NA,4,4,60,66.66666666666667,66.66666666666667,WTA,win
Beijing,Hard,Kiki Bertens,8,10,5,58.415841584158414,69.49152542372882,47.61904761904762,WTA,win
Beijing,Hard,Elise Mertens,NA,5,1,69.76744186046511,80,76.92307692307692,WTA,win
Beijing,Hard,Ajla Tomljanovic,NA,1,5,57.8125,62.16216216216216,33.333333333333336,WTA,win
Beijing,Hard,Naomi Osaka,4,8,2,50,75.67567567567568,45.945945945945944,WTA,win
Beijing,Hard,Simona Halep,6,0,2,68.25396825396825,62.7906976744186,60,WTA,win
Beijing,Hard,Ekaterina Alexandrova,NA,7,7,60.49382716049383,77.55102040816327,59.375,WTA,win
Beijing,Hard,Jelena Ostapenko,NA,10,25,48.67256637168141,80,29.310344827586206,WTA,win
Indian Wells 125K,Hard,Kristina Mladenovic,4,2,3,65.85365853658537,64.81481481481481,42.857142857142854,WTA,loss
Fed Cup G1 PPO: CHN vs KAZ,Hard,Saisai Zheng,NA,0,0,71.15384615384616,43.24324324324324,40,WTA,loss
Fed Cup G1 PPO: CHN vs KAZ,Hard,Yulia Putintseva,NA,1,6,63.44086021505376,54.23728813559322,47.05882352941177,WTA,loss
Fed Cup G1 RR: GBR vs GRE,Hard,Maria Sakkari,NA,2,5,50,59.57446808510638,42.5531914893617,WTA,loss
Fed Cup WG R1: AUS vs USA,Hard,Sofia Kenin,NA,1,2,67.1875,60.46511627906977,33.333333333333336,WTA,loss
Fed Cup WG SF: BLR vs AUS,Hard,Aryna Sabalenka,NA,2,8,53.521126760563384,60.526315789473685,36.36363636363637,WTA,loss
Fed Cup WG R1: CZE vs ROU,Hard,Karolina Pliskova,NA,5,5,65.2892561983471,59.49367088607595,35.714285714285715,WTA,loss
Fed Cup WG F: FRA vs AUS,Hard,Ajla Tomljanovic,NA,0,7,42,57.142857142857146,24.137931034482758,WTA,loss
Fed Cup WG F: FRA vs AUS,Hard,Caroline Garcia,NA,0,1,66.66666666666667,43.75,25,WTA,loss
Fed Cup WG F: FRA vs AUS,Hard,Ashleigh Barty,NA,8,2,65.04854368932038,61.19402985074627,52.77777777777778,WTA,loss
Fed Cup WG R1: FRA vs BEL,Hard,Elise Mertens,NA,0,7,50,67.5,40,WTA,loss
Fed Cup WG R1: FRA vs BEL,Hard,Elise Mertens,NA,2,3,65.45454545454545,58.333333333333336,52.63157894736842,WTA,loss
Fed Cup WG SF: ROU vs FRA,Clay,Kristina Mladenovic,NA,2,3,55.26315789473684,50,41.1764705882353,WTA,loss
Fed Cup WG SF: ROU vs FRA,Clay,Caroline Garcia,NA,5,2,56.666666666666664,62.745098039215684,43.58974358974359,WTA,loss
Fed Cup WG R1: LAT vs GER,Hard,Jelena Ostapenko,NA,1,8,59.15492957746479,54.76190476190476,17.24137931034483,WTA,loss
Fed Cup WG R1: LAT vs GER,Hard,Jelena Ostapenko,NA,1,7,53.57142857142857,73.33333333333333,38.46153846153846,WTA,loss
Fed Cup WG2 R1: GBR vs KAZ,Hard,Yulia Putintseva,NA,6,1,74.19354838709677,60.869565217391305,37.5,WTA,loss
Zhuhai,Hard,Kiki Bertens,1,3,4,61.40350877192982,71.42857142857143,31.818181818181817,WTA,loss
Zhuhai,Hard,Saisai Zheng,12,3,2,61.64383561643836,64.44444444444444,39.285714285714285,WTA,loss
Zhuhai,Hard,Donna Vekic,8,2,2,58.75,51.06382978723404,60.60606060606061,WTA,loss
Zhuhai,Hard,Dayana Yastremska,10,0,5,50,53.84615384615385,50,WTA,loss
Zhuhai,Hard,Donna Vekic,8,3,3,59.45945945945946,72.72727272727273,46.666666666666664,WTA,loss
Zhuhai,Hard,Sofia Kenin,2,5,3,60.46511627906977,67.3076923076923,52.94117647058823,WTA,loss
Zhuhai,Hard,Petra Martic,5,2,2,57.142857142857146,71.42857142857143,52.38095238095238,WTA,loss
Zhuhai,Hard,Saisai Zheng,12,0,3,69.23076923076923,64.44444444444444,15,WTA,loss
Zhuhai,Hard,Elise Mertens,6,5,1,67.05882352941177,66.66666666666667,60.714285714285715,WTA,loss
Zhuhai,Hard,Maria Sakkari,9,3,5,72.22222222222223,74.35897435897436,26.666666666666668,WTA,loss
Zhuhai,Hard,Maria Sakkari,9,3,6,51.470588235294116,62.857142857142854,30.303030303030305,WTA,loss
Shenzhen Finals,Hard,Elina Svitolina,8,NA,NA,NA,NA,NA,WTA,loss
Shenzhen Finals,Hard,Karolina Pliskova,2,1,4,69.1358024691358,73.21428571428571,40,WTA,loss
Shenzhen Finals,Hard,Belinda Bencic,7,2,6,59.49367088607595,72.34042553191489,40.625,WTA,loss
Shenzhen Finals,Hard,Ashleigh Barty,1,4,3,46.808510638297875,56.81818181818182,50,WTA,loss
Shenzhen Finals,Hard,Petra Kvitova,6,1,5,50,51.515151515151516,60.60606060606061,WTA,loss
Shenzhen Finals,Hard,Belinda Bencic,7,4,4,58.02469135802469,61.702127659574465,55.88235294117647,WTA,loss
Shenzhen Finals,Hard,Kiki Bertens,NA,3,0,56.75675675675676,85.71428571428571,25,WTA,loss
Shenzhen Finals,Hard,Petra Kvitova,6,8,10,56.52173913043478,76.92307692307692,30,WTA,loss
Shenzhen Finals,Hard,Simona Halep,5,1,6,65.4320987654321,54.716981132075475,25,WTA,loss
Shenzhen Finals,Hard,Karolina Pliskova,2,7,6,61.79775280898876,72.72727272727273,32.35294117647059,WTA,loss
Shenzhen Finals,Hard,Sofia Kenin,NA,2,10,55.33980582524272,54.3859649122807,56.52173913043478,WTA,loss
Shenzhen Finals,Hard,Simona Halep,5,1,2,66.19718309859155,57.4468085106383,37.5,WTA,loss
Shenzhen Finals,Hard,Petra Kvitova,6,NA,NA,NA,NA,NA,WTA,loss
Australian Open,Hard,Veronika Kudermetova,Q,13,4,60.60606060606061,65,46.15384615384615,WTA,loss
Australian Open,Hard,Ajla Tomljanovic,NA,5,2,66.11570247933884,71.25,46.34146341463415,WTA,loss
Australian Open,Hard,Saisai Zheng,NA,1,3,63.265306122448976,51.61290322580645,33.333333333333336,WTA,loss
Australian Open,Hard,Ekaterina Alexandrova,NA,3,5,60.526315789473685,63.04347826086956,43.333333333333336,WTA,loss
Australian Open,Hard,Jelena Ostapenko,22,4,9,50,62.22222222222222,48.888888888888886,WTA,loss
Australian Open,Hard,Kristina Mladenovic,NA,0,6,49.056603773584904,53.84615384615385,37.03703703703704,WTA,loss
Australian Open,Hard,Sofia Kenin,NA,1,2,70.54263565891473,58.24175824175824,55.26315789473684,WTA,loss
Australian Open,Hard,Johanna Konta,NA,6,0,76.19047619047619,72.5,64,WTA,loss
Australian Open,Hard,Yulia Putintseva,NA,4,3,71.66666666666667,60.46511627906977,17.647058823529413,WTA,loss
Australian Open,Hard,Kiki Bertens,9,7,4,65.33333333333333,63.265306122448976,53.84615384615385,WTA,loss
Australian Open,Hard,Donna Vekic,29,12,7,68.42105263157895,63.46153846153846,41.666666666666664,WTA,loss
Australian Open,Hard,Dayana Yastremska,NA,2,8,43.333333333333336,61.53846153846154,35.294117647058826,WTA,loss
Australian Open,Hard,Su Wei Hsieh,28,0,6,73.33333333333333,59.09090909090909,33.333333333333336,WTA,loss
Australian Open,Hard,Elise Mertens,12,0,2,63.46153846153846,63.63636363636363,31.57894736842105,WTA,loss
Australian Open,Hard,Belinda Bencic,NA,3,2,65.51724137931035,68.42105263157895,30,WTA,loss
Australian Open,Hard,Aryna Sabalenka,11,3,4,68.42105263157895,61.53846153846154,33.333333333333336,WTA,loss
Australian Open,Hard,Maria Sakkari,NA,2,2,62.5,57.5,41.666666666666664,WTA,loss
Australian Open,Hard,Petra Martic,31,1,0,72,68.51851851851852,42.857142857142854,WTA,loss
Australian Open,Hard,Caroline Garcia,19,3,1,75,48.484848484848484,54.54545454545455,WTA,loss
Australian Open,Hard,Simona Halep,1,2,2,64.86486486486487,75,30.76923076923077,WTA,loss
Australian Open,Hard,Anastasija Sevastova,13,4,0,64.28571428571429,62.96296296296296,56.666666666666664,WTA,loss
Australian Open,Hard,Elina Svitolina,6,1,3,57.69230769230769,60,27.272727272727273,WTA,loss
Australian Open,Hard,Ashleigh Barty,15,2,1,77.77777777777777,54.285714285714285,60,WTA,loss
Australian Open,Hard,Karolina Pliskova,7,3,4,71.91011235955057,68.75,32,WTA,loss
Australian Open,Hard,Petra Kvitova,8,5,4,63.559322033898304,70.66666666666667,46.51162790697674,WTA,loss
Roland Garros,Clay,Jelena Ostapenko,NA,1,17,54.43037974683544,55.81395348837209,30.555555555555557,WTA,loss
Roland Garros,Clay,Ajla Tomljanovic,NA,1,5,57.142857142857146,52.5,43.333333333333336,WTA,loss
